0:0	quest:id
107:2	ent_totems_decoration_data:ent_totems_decoration_base_id
107:3	ent_totems_decoration_data:ent_totems_decoration_value
108:0	dom_droptable:table_chance
108:1	dom_droptable:modify_droprate_id
108:2	dom_droptable:total_weight
108:3	dom_droptable:items
109:0	dom_delve_level:hitpoints_percent_increase
109:1	dom_delve_level:vislevel_percent_increase
109:2	dom_delve_level:attackspeed
109:3	dom_delve_level:damage_percent_increase
109:4	dom_delve_level:defence_percent_increase
109:5	dom_delve_level:max_bleeds
109:6	dom_delve_level:basic_proj_types
109:7	dom_delve_level:basic_proj_speed
109:8	dom_delve_level:secondary_proj_types
109:9	dom_delve_level:secondary_proj_speed
109:10	dom_delve_level:rock_proj_speed
109:11	dom_delve_level:rock_shrapnel_quantity
109:12	dom_delve_level:shield_move_speed
109:13	dom_delve_level:orb_move_speed
109:14	dom_delve_level:orb_spawn_chance
109:15	dom_delve_level:orb_spawn_quanitity
109:16	dom_delve_level:orb_prayer_type
109:17	dom_delve_level:orb_frequency_percent
109:18	dom_delve_level:shieldphase_orb_spawn_base_rate
109:19	dom_delve_level:beam_damage
109:20	dom_delve_level:burrowphase_charges
109:21	dom_delve_level:mainphase_orbs_spawning
109:22	dom_delve_level:mainphase_beam
109:23	dom_delve_level:burrowphase_beam
109:24	dom_delve_level:burrowphase_attacks
109:25	dom_delve_level:burrowphase_prayers
109:26	dom_delve_level:burrowphase_free_rock_groups
109:27	dom_delve_level:burrowphase_rush_speed
109:28	dom_delve_level:burrowphase_rush_damage
109:29	dom_delve_level:burrowphase_slams
109:30	dom_delve_level:node_phase_slam_count
109:31	dom_delve_level:double_scoops
109:32	dom_delve_level:beam_interrupt_strengthbonus_threshold
109:33	dom_delve_level:exclusive_droptables
109:34	dom_delve_level:droptables
109:35	dom_delve_level:guaranteed_drops
110:0	furniture:model_obj
110:1	furniture:name
110:2	furniture:material_cost
110:3	furniture:level_requirement
110:4	furniture:build_animation_style
110:5	furniture:hidden_in_build_menu
110:6	furniture:upgrade_source_relative
110:7	furniture:upgrade_source_absolute
110:8	furniture:staircase_direction
110:9	furniture:flatpack
111:0	poh_room:name
111:1	poh_room:name_uppercase
111:2	poh_room:cost
111:3	poh_room:room_type
111:4	poh_room:level_requirement
111:5	poh_room:source_offset
111:6	poh_room:door_locations
111:7	poh_room:hotspot
111:8	poh_room:floor_restriction
111:9	poh_room:has_roof
111:10	poh_room:room_obj
111:11	poh_room:button
112:0	poh_hotspot:builddata
113:0	slayer_task:id
113:1	slayer_task:min_comlevel
113:2	slayer_task:min_stat_requirement_all
113:3	slayer_task:min_stat_requirement_any
113:4	slayer_task:leagues_min_comlevel
113:5	slayer_task:leagues_max_comlevel
113:6	slayer_task:quests_required_all
113:7	slayer_task:quests_required_any
113:8	slayer_task:regions
113:9	slayer_task:name_lowercase
113:10	slayer_task:name_uppercase
113:11	slayer_task:slayer_tip
113:12	slayer_task:twisted_min_comlevel
113:13	slayer_task:equipment_required
113:14	slayer_task:task_sublist
113:15	slayer_task:extension_min_max
113:16	slayer_task:extension_additive
113:17	slayer_task:block_unlock
113:18	slayer_task:related_content
114:0	slayer_master_task:master_id
114:1	slayer_master_task:task
114:2	slayer_master_task:weight
114:3	slayer_master_task:min_amount
114:4	slayer_master_task:max_amount
114:5	slayer_master_task:areas
114:6	slayer_master_task:task_unlock
115:0	slayer_area:area_id
115:1	slayer_area:world_region
115:2	slayer_area:area_text
115:3	slayer_area:area_name_in_helper
115:4	slayer_area:area_hint
115:5	slayer_area:min_stat_requirement_all
115:6	slayer_area:min_stat_requirement_any
115:7	slayer_area:quests_required_all
115:8	slayer_area:related_content
116:0	slayer_task_sublist:subtable_id
116:1	slayer_task_sublist:task_subtable_id
116:2	slayer_task_sublist:slayer_master_exclusive
116:3	slayer_task_sublist:exclude_slayer_master
116:4	slayer_task_sublist:task
117:0	slayer_unlock:bit
117:1	slayer_unlock:cost
117:2	slayer_unlock:icon
117:3	slayer_unlock:name
117:4	slayer_unlock:description
117:5	slayer_unlock:refundable
117:6	slayer_unlock:list_position
117:7	slayer_unlock:related_task
118:0	action:action_name
118:1	action:action_desc
118:2	action:action_display_graphic
118:3	action:action_display_object
118:4	action:action_display_desc
118:5	action:action_display_show_derived_desc
118:6	action:repeatable
118:7	action:zone
118:8	action:custom_tracking
118:9	action:boss_kill
118:10	action:boss_kill_category
118:11	action:boss_kill_extras
118:12	action:npc_kill
118:13	action:npc_kill_category
118:14	action:npc_kill_slayer_category
118:15	action:equip_item
118:16	action:total_level
118:17	action:level
118:18	action:collection_generic
118:19	action:collection_specific
118:20	action:loot_drop
118:21	action:loot_drop_specific_npc
118:22	action:quest
118:23	action:mine_ore
118:24	action:catch_fish
118:25	action:hunter
118:26	action:poh_build
118:27	action:poh_set_portal
118:28	action:create_item
118:29	action:chop_logs
118:30	action:leagues_task
118:31	action:child_action
118:32	action:action_difficulty
118:33	action:league_tracking_id
118:34	action:in_current_league
118:35	action:category
118:36	action:task_area
119:0	bingo_events:grid
119:1	bingo_events:event_name
119:2	bingo_events:event_end
119:3	bingo_events:reward_league_relics
119:4	bingo_events:reward_once_per_event_count
119:5	bingo_events:event_point_object_grant
119:6	bingo_events:event_point_object_grant_negative
119:7	bingo_events:event_maingame_reward
120:0	bingo_grids:grid_layout
120:1	bingo_grids:bingo_points_to_progress
120:2	bingo_grids:challenge
120:3	bingo_grids:reward_selection
121:0	reward_selection:reward
121:1	reward_selection:display_graphic
121:2	reward_selection:display_object
122:0	reward:name
122:1	reward:desc
122:2	reward:show_derived_desc
122:3	reward:display_graphic
122:4	reward:display_object
122:5	reward:xp_boost_percentage_all_stat
122:6	reward:xp_boost_percentage
122:7	reward:quest_unlock
122:8	reward:object
122:9	reward:event_genilamp_objvars
122:10	reward:achievement_diary_unlock
122:11	reward:combat_achievement_unlock
122:12	reward:league_relic
122:13	reward:combat_mastery_tier
122:14	reward:reclaimable
122:15	reward:once_per_event
122:16	reward:confirm_dialogue
122:17	reward:confirm_warning_text
122:18	reward:grant_article
122:19	reward:unlock_spotanim
123:0	teleport_generic:name
123:1	teleport_generic:destination
123:2	teleport_generic:bespoke_requirements
123:3	teleport_generic:bespoke_sideeffects
123:4	teleport_generic:forced_alternate_destination
123:5	teleport_generic:quest_requirement_partial
123:6	teleport_generic:quest_requirement_full
123:7	teleport_generic:skill_requirement
123:8	teleport_generic:region
124:0	poll_filters:category
124:1	poll_filters:id
124:2	poll_filters:opbase
124:3	poll_filters:icon
124:4	poll_filters:desc
125:0	ui_highlighting_fx_pulse:transparency_range
125:1	ui_highlighting_fx_pulse:step_duration
126:0	ui_highlighting_style_border:width
126:1	ui_highlighting_style_border:colour
126:2	ui_highlighting_style_border:padding
126:3	ui_highlighting_style_border:fx
127:0	restrict_content_obj:related_content
127:1	restrict_content_obj:category
127:2	restrict_content_obj:obj
128:0	music_area_group:area
129:0	amenity:print_name
129:1	amenity:inline_name
129:2	amenity:behaviour_id
129:3	amenity:statreq
129:4	amenity:materials
129:5	amenity:needs_hammer
129:6	amenity:needs_saw
129:7	amenity:materials_xp_scale
129:8	amenity:build_xp
129:9	amenity:hammer_anim
129:10	amenity:custom_anim
129:11	amenity:dummyobj
130:0	fletching_bow_crafting:level_required
130:1	fletching_bow_crafting:xp_given_unstrung
130:2	fletching_bow_crafting:xp_given_string
130:3	fletching_bow_crafting:end_product
130:4	fletching_bow_crafting:unstrung_product
130:5	fletching_bow_crafting:primary_resource
130:6	fletching_bow_crafting:bow_string
130:7	fletching_bow_crafting:quantity
131:0	fletching_crossbow_crafting:level_required
131:1	fletching_crossbow_crafting:xp_given_stock
131:2	fletching_crossbow_crafting:xp_given_unstrung
131:3	fletching_crossbow_crafting:xp_given_string
131:4	fletching_crossbow_crafting:end_product
131:5	fletching_crossbow_crafting:unstrung_product
131:6	fletching_crossbow_crafting:stock_product
131:7	fletching_crossbow_crafting:stock_resource
131:8	fletching_crossbow_crafting:limbs_product
131:9	fletching_crossbow_crafting:crossbow_string
131:10	fletching_crossbow_crafting:quantity
132:0	fletching_arrow_crafting:level_required
132:1	fletching_arrow_crafting:xp_given_per_arrow
132:2	fletching_arrow_crafting:headless_resource
132:3	fletching_arrow_crafting:arrow_product
132:4	fletching_arrow_crafting:arrow_head
133:0	fletching_bolt_crafting:level_required
133:1	fletching_bolt_crafting:xp_given_per_bolt
133:2	fletching_bolt_crafting:bolt_product
133:3	fletching_bolt_crafting:bolt_unfeathered
133:4	fletching_bolt_crafting:xp_given_per_tip
133:5	fletching_bolt_crafting:bolt_tipped_product
133:6	fletching_bolt_crafting:bolt_tip
134:0	fletching_bolt_tip_crafting:level_required
134:1	fletching_bolt_tip_crafting:xp_given
134:2	fletching_bolt_tip_crafting:gem
134:3	fletching_bolt_tip_crafting:tips_given
135:0	fletching_darts_crafting:level_required
135:1	fletching_darts_crafting:xp_given_per_dart
135:2	fletching_darts_crafting:dart_unfinished
136:0	fletching_javelin_crafting:level_required
136:1	fletching_javelin_crafting:xp_given_per_javelin
136:2	fletching_javelin_crafting:javelin_head
137:0	fletching_shield_crafting:level_required
137:1	fletching_shield_crafting:xp_given
137:2	fletching_shield_crafting:log_resource
137:3	fletching_shield_crafting:log_amount
138:0	fletching_ogre_arrow_crafting:level_required
138:1	fletching_ogre_arrow_crafting:xp_given_per_arrow
138:2	fletching_ogre_arrow_crafting:resource
138:3	fletching_ogre_arrow_crafting:tip_min
138:4	fletching_ogre_arrow_crafting:tip_max
138:5	fletching_ogre_arrow_crafting:arrow_head
139:0	fletching_ballista_crafting:level_required
139:1	fletching_ballista_crafting:limbs
139:2	fletching_ballista_crafting:springs
139:3	fletching_ballista_crafting:frame
139:4	fletching_ballista_crafting:string
139:5	fletching_ballista_crafting:incomplete
139:6	fletching_ballista_crafting:xp_given_incomplete
139:7	fletching_ballista_crafting:unstrung
139:8	fletching_ballista_crafting:xp_given_unstrung
139:9	fletching_ballista_crafting:xp_given_complete
140:0	fletching_grapple_crafting:level_required
140:1	fletching_grapple_crafting:xp_given_unfinished
140:2	fletching_grapple_crafting:bolt
140:3	fletching_grapple_crafting:grapple_tip
140:4	fletching_grapple_crafting:rope
140:5	fletching_grapple_crafting:grapple_unfinished
140:6	fletching_grapple_crafting:xp_given_finished
141:0	fletching_battlestaff_crafting:level_required
141:1	fletching_battlestaff_crafting:xp_given
141:2	fletching_battlestaff_crafting:log_resource
142:0	fletching_blowpipe_crafting:level_required
142:1	fletching_blowpipe_crafting:xp_given
142:2	fletching_blowpipe_crafting:log_resource
142:3	fletching_blowpipe_crafting:log_quantity
142:4	fletching_blowpipe_crafting:secondary_resource
142:5	fletching_blowpipe_crafting:secondary_quantity
143:0	sailing_bt_trial_core:trial_id
143:1	sailing_bt_trial_core:trial_name
143:2	sailing_bt_trial_core:sailing_req
143:3	sailing_bt_trial_core:crewmates_allowed
143:4	sailing_bt_trial_core:collectable_bonus_xp
143:5	sailing_bt_trial_core:collectable_interaction_range
143:6	sailing_bt_trial_core:petrate
143:7	sailing_bt_trial_core:paint_odds
143:8	sailing_bt_trial_core:tracker_icon1
143:9	sailing_bt_trial_core:tracker_icon2
143:10	sailing_bt_trial_core:tracker_icon3
143:11	sailing_bt_trial_core:tracker_icon4
143:12	sailing_bt_trial_core:primary_req_desc
143:13	sailing_bt_trial_core:secondary_req_desc
143:14	sailing_bt_trial_core:trial_boundary_sw
143:15	sailing_bt_trial_core:trial_boundary_ne
143:16	sailing_bt_trial_core:trial_boundary_area
143:17	sailing_bt_trial_core:trial_start_coord
143:18	sailing_bt_trial_core:trial_start_facingangle
143:19	sailing_bt_trial_core:trial_hintarrow_initial
143:20	sailing_bt_trial_core:collectable_loc
143:21	sailing_bt_trial_core:collectable_obj
143:22	sailing_bt_trial_core:rank_data
143:23	sailing_bt_trial_core:reward_swordfish
143:24	sailing_bt_trial_core:reward_shark
143:25	sailing_bt_trial_core:reward_marlin
144:0	sailing_bt_gwenith_glide_crystal_data:crystal_loc
144:1	sailing_bt_gwenith_glide_crystal_data:crystal_coord
144:2	sailing_bt_gwenith_glide_crystal_data:fade_data
144:3	sailing_bt_gwenith_glide_crystal_data:portals
145:0	sailing_bt_gwenith_glide_portals:area
145:1	sailing_bt_gwenith_glide_portals:destination
145:2	sailing_bt_gwenith_glide_portals:destination_alt
145:3	sailing_bt_gwenith_glide_portals:flag_destination_alt
145:4	sailing_bt_gwenith_glide_portals:barracuda_objective
145:5	sailing_bt_gwenith_glide_portals:barracuda_rank_min
145:6	sailing_bt_gwenith_glide_portals:barracuda_rank_min_destination_override
146:0	sailing_bt_jubbly_jive_pillars:id
146:1	sailing_bt_jubbly_jive_pillars:clickbox_coord
146:2	sailing_bt_jubbly_jive_pillars:jubbly_spawn
146:3	sailing_bt_jubbly_jive_pillars:projanim_destination
147:0	boat_location_sprite_data:location
147:1	boat_location_sprite_data:sprite
147:2	boat_location_sprite_data:name
148:0	boat_facilities_default_sprite_data:facility_subtype
148:1	boat_facilities_default_sprite_data:sprite
149:0	boat_selection_type:type
149:1	boat_selection_type:title
149:2	boat_selection_type:selection_text
149:3	boat_selection_type:selection_enabled
149:4	boat_selection_type:show_recent_boat
149:5	boat_selection_type:show_retrieval_cost
149:6	boat_selection_type:show_boat_health
149:7	boat_selection_type:show_empty_boat_slots
149:8	boat_selection_type:show_cargo_hold
149:9	boat_selection_type:bottled_ships_not_allowed
149:10	boat_selection_type:capsized_ships_not_allowed
149:11	boat_selection_type:lost_ships_not_allowed
149:12	boat_selection_type:only_boats_at_current_port
149:13	boat_selection_type:requires_teleport_focus
149:14	boat_selection_type:requires_greater_teleport_focus
149:15	boat_selection_type:requires_empty_cargo_hold
150:0	sailing_chance_encounters:id
150:1	sailing_chance_encounters:name
150:2	sailing_chance_encounters:weighting
151:0	sailing_chance_encounter_rescue_npcs:adrift_npc
151:1	sailing_chance_encounter_rescue_npcs:passenger_npc
151:2	sailing_chance_encounter_rescue_npcs:dialogue_adrift
151:3	sailing_chance_encounter_rescue_npcs:dialogue_passenger_npc
151:4	sailing_chance_encounter_rescue_npcs:dialogue_passenger_player
151:5	sailing_chance_encounter_rescue_npcs:dialogue_complete
151:6	sailing_chance_encounter_rescue_npcs:mes_boarding
151:7	sailing_chance_encounter_rescue_npcs:mes_complete
151:8	sailing_chance_encounter_rescue_npcs:pickup_xp
151:9	sailing_chance_encounter_rescue_npcs:rescue_xp
152:0	sailing_chance_encounters_lost_goods:adrift_npc
152:1	sailing_chance_encounters_lost_goods:sailing_level
152:2	sailing_chance_encounters_lost_goods:xp
153:0	sailing_chance_encounters_lost_goods_resource:reward
153:1	sailing_chance_encounters_lost_goods_resource:mes
154:0	sailing_charting_core:unique_id
154:1	sailing_charting_core:hint
154:2	sailing_charting_core:sailing_sea
154:3	sailing_charting_core:sailing_sea_secondary
154:4	sailing_charting_core:give_repeat_xp
154:5	sailing_charting_core:charting_type
154:6	sailing_charting_core:hazard
154:7	sailing_charting_core:required_dock
155:0	sailing_charting_generic:sailing_charting_core
155:1	sailing_charting_generic:feedback_string
155:2	sailing_charting_generic:already_charted_feedback
156:0	sailing_charting_spyglass:sailing_charting_core
156:1	sailing_charting_spyglass:inzone
156:2	sailing_charting_spyglass:camera_control
157:0	sailing_charting_current_duck:sailing_charting_core
157:1	sailing_charting_current_duck:inzone
157:2	sailing_charting_current_duck:duck_route
157:3	sailing_charting_current_duck:duck_lifetime
158:0	sailing_charting_drink_crate:sailing_charting_core
158:1	sailing_charting_drink_crate:coord
158:2	sailing_charting_drink_crate:drink_namedobj
158:3	sailing_charting_drink_crate:drink_obj
158:4	sailing_charting_drink_crate:repeatable
158:5	sailing_charting_drink_crate:extra_warning
159:0	sailing_charting_weather_troll:sailing_charting_core
159:1	sailing_charting_weather_troll:weather_troll_coord
159:2	sailing_charting_weather_troll:weather_troll_facing_direction
159:3	sailing_charting_weather_troll:weather_data_coord
159:4	sailing_charting_weather_troll:clockwise_winds
160:0	sailing_charting_mermaid_guide:sailing_charting_core
160:1	sailing_charting_mermaid_guide:coord
160:2	sailing_charting_mermaid_guide:hint
160:3	sailing_charting_mermaid_guide:required_items
160:4	sailing_charting_mermaid_guide:quantities_needed
160:5	sailing_charting_mermaid_guide:required_alternatives
160:6	sailing_charting_mermaid_guide:npc
161:0	sailing_charting_tool_recovery:name
161:1	sailing_charting_tool_recovery:inline_name
161:2	sailing_charting_tool_recovery:tool
161:3	sailing_charting_tool_recovery:unique_id
162:0	sailing_combat_facility:type_id
162:1	sailing_combat_facility:facility_loc
162:2	sailing_combat_facility:dummy_obj
162:3	sailing_combat_facility:sailing_level_required
162:4	sailing_combat_facility:ranged_level_required
162:5	sailing_combat_facility:accuracy
162:6	sailing_combat_facility:damage
162:7	sailing_combat_facility:accuracy_heavy
162:8	sailing_combat_facility:damage_heavy
162:9	sailing_combat_facility:ammunition_max_tier
162:10	sailing_combat_facility:attack_rate
162:11	sailing_combat_facility:damage_type
162:12	sailing_combat_facility:attack_range
162:13	sailing_combat_facility:human_attack_anim
162:14	sailing_combat_facility:human_idle_anim
162:15	sailing_combat_facility:human_engage_anim
162:16	sailing_combat_facility:idle_anim_disengaged
162:17	sailing_combat_facility:idle_anim_engaged
162:18	sailing_combat_facility:engage_anim
162:19	sailing_combat_facility:attack_anim
162:20	sailing_combat_facility:attack_spotanim_north
162:21	sailing_combat_facility:attack_spotanim_east
162:22	sailing_combat_facility:attack_spotanim_south
162:23	sailing_combat_facility:attack_spotanim_west
162:24	sailing_combat_facility:npc_impact_anim
162:25	sailing_combat_facility:rangetravel_anims
162:26	sailing_combat_facility:attack_sound
163:0	sailing_combat_support_facility:facility_loc_inactive
163:1	sailing_combat_support_facility:facility_loc_active
163:2	sailing_combat_support_facility:level_required
163:3	sailing_combat_support_facility:human_interaction_anim
163:4	sailing_combat_support_facility:interaction_anim
163:5	sailing_combat_support_facility:activate_sfx
163:6	sailing_combat_support_facility:deactivate_sfx
163:7	sailing_combat_support_facility:charge_sfx
163:8	sailing_combat_support_facility:inactive_stats
163:9	sailing_combat_support_facility:active_stats
163:10	sailing_combat_support_facility:upkeep_cost
163:11	sailing_combat_support_facility:interact_verb_activate
163:12	sailing_combat_support_facility:interact_verb_deactivate
164:0	sailing_boat_facility_stats:boat_hp_max
164:1	sailing_boat_facility_stats:boat_defence
164:2	sailing_boat_facility_stats:boat_stabdefence
164:3	sailing_boat_facility_stats:boat_slashdefence
164:4	sailing_boat_facility_stats:boat_crushdefence
164:5	sailing_boat_facility_stats:boat_heavyrangeddefence
164:6	sailing_boat_facility_stats:boat_standardrangeddefence
164:7	sailing_boat_facility_stats:boat_lightrangeddefence
164:8	sailing_boat_facility_stats:boat_magicdefence
164:9	sailing_boat_facility_stats:boat_magiclevel
164:10	sailing_boat_facility_stats:boat_armour
164:11	sailing_boat_facility_stats:boat_airmagicarmour
164:12	sailing_boat_facility_stats:boat_earthmagicarmour
164:13	sailing_boat_facility_stats:boat_firemagicarmour
164:14	sailing_boat_facility_stats:boat_watermagicarmour
164:15	sailing_boat_facility_stats:boat_lightrangedarmour
164:16	sailing_boat_facility_stats:boat_standardrangedarmour
164:17	sailing_boat_facility_stats:boat_heavyrangedarmour
164:18	sailing_boat_facility_stats:boat_stabarmour
164:19	sailing_boat_facility_stats:boat_slasharmour
164:20	sailing_boat_facility_stats:boat_crusharmour
164:21	sailing_boat_facility_stats:boat_stormresistance
164:22	sailing_boat_facility_stats:boat_rapidresistance
164:23	sailing_boat_facility_stats:boat_crystalhelm_resistance
164:24	sailing_boat_facility_stats:boat_basespeed
164:25	sailing_boat_facility_stats:boat_speedcap
164:26	sailing_boat_facility_stats:boat_acceleration
164:27	sailing_boat_facility_stats:boat_speedboost_duration
164:28	sailing_boat_facility_stats:boat_cargohold_size
164:29	sailing_boat_facility_stats:boat_fetid_water_resistant
164:30	sailing_boat_facility_stats:boat_crystal_flecked_resistant
164:31	sailing_boat_facility_stats:boat_tangled_kelp_resistant
164:32	sailing_boat_facility_stats:boat_icy_seas_resistant
164:33	sailing_boat_facility_stats:boat_max_wind_motes
164:34	sailing_boat_facility_stats:boat_additional_recovery_cost_percentage
164:35	sailing_boat_facility_stats:boat_ammo_save_percentage
165:0	sailing_combat_facility_ammunition:ammunition_id
165:1	sailing_combat_facility_ammunition:ammunition_obj
165:2	sailing_combat_facility_ammunition:ammunition_tier
165:3	sailing_combat_facility_ammunition:ammunition_accuracy
165:4	sailing_combat_facility_ammunition:ammunition_strength
165:5	sailing_combat_facility_ammunition:ammunition_accuracy_heavy
165:6	sailing_combat_facility_ammunition:ammunition_strength_heavy
166:0	sailing_boat:type_id
166:1	sailing_boat:name
166:2	sailing_boat:inline_name
166:3	sailing_boat:displayname
166:4	sailing_boat:level_required
166:5	sailing_boat:player_capacity
166:6	sailing_boat:boat_size
166:7	sailing_boat:size_desc
166:8	sailing_boat:combined_navigation
166:9	sailing_boat:origin
166:10	sailing_boat:entry
166:11	sailing_boat:width
166:12	sailing_boat:height
166:13	sailing_boat:tile_width
166:14	sailing_boat:tile_height
166:15	sailing_boat:player_access_levels
166:16	sailing_boat:hp_coord
166:17	sailing_boat:entity_data
166:18	sailing_boat:retrieval_cost
166:19	sailing_boat:wake_coord
166:20	sailing_boat:wake_coord2
166:21	sailing_boat:bt_prop_coord
166:22	sailing_boat:direction16_acceleration
166:23	sailing_boat:direction16_turnspeed
166:24	sailing_boat:keel_option
166:25	sailing_boat:hull_option
166:26	sailing_boat:sail_option
166:27	sailing_boat:steering_option
166:28	sailing_boat:flag_option
166:29	sailing_boat:trim_option
166:30	sailing_boat:brazier_option
166:31	sailing_boat:hotspot
166:32	sailing_boat:static_facility
166:33	sailing_boat:facility_amount
166:34	sailing_boat:same_facilities_port_and_starboard
166:35	sailing_boat:crew_capacity
166:36	sailing_boat:crew_sail_position
166:37	sailing_boat:crew_helm_position
166:38	sailing_boat:hp_npc
166:39	sailing_boat:temporary_boat
166:40	sailing_boat:boat_sprite
166:41	sailing_boat:crystal_helm_variant
166:42	sailing_boat:capsizing_anim
166:43	sailing_boat:emitter_coords
166:44	sailing_boat:gun_port
167:0	sailing_sidepanel_facility:widget
167:1	sailing_sidepanel_facility:facility_can_lock_in
167:2	sailing_sidepanel_facility:facility_can_be_assigned
167:3	sailing_sidepanel_facility:linked_facility
167:4	sailing_sidepanel_facility:sidepanel_priority_type
167:5	sailing_sidepanel_facility:icon
168:0	sailing_sidepanel_widget_button:default_optext
168:1	sailing_sidepanel_widget_button:default_graphic
168:2	sailing_sidepanel_widget_button:default_button_caption
168:3	sailing_sidepanel_widget_button:toggle_enabled
168:4	sailing_sidepanel_widget_button:toggle_optext
168:5	sailing_sidepanel_widget_button:toggle_graphic
168:6	sailing_sidepanel_widget_button:toggle_button_caption
168:7	sailing_sidepanel_widget_button:long_button
168:8	sailing_sidepanel_widget_button:op2
168:9	sailing_sidepanel_widget_button:op3
168:10	sailing_sidepanel_widget_button:op4
169:0	sailing_sidepanel_widget_button_target_npc:default_target_verb
169:1	sailing_sidepanel_widget_button_target_npc:default_graphic
169:2	sailing_sidepanel_widget_button_target_npc:default_button_caption
169:3	sailing_sidepanel_widget_button_target_npc:long_button
170:0	sailing_sidepanel_widget_graphic:graphic
171:0	sailing_sidepanel_widget_object:object
171:1	sailing_sidepanel_widget_object:amount
172:0	sailing_sidepanel_widget_text:text
173:0	sailing_crew:unique_id
173:1	sailing_crew:world_npc
173:2	sailing_crew:boat_npc
173:3	sailing_crew:cargo_npc
173:4	sailing_crew:sprite
173:5	sailing_crew:stat_requirement
173:6	sailing_crew:quest_requirement
173:7	sailing_crew:special_requirement
173:8	sailing_crew:order_string_idle
173:9	sailing_crew:order_string_sails
173:10	sailing_crew:order_string_helm
173:11	sailing_crew:order_string_helm_and_sails
173:12	sailing_crew:order_string_salvage
173:13	sailing_crew:order_string_cargo
173:14	sailing_crew:order_string_cannon
173:15	sailing_crew:order_string_repairs
173:16	sailing_crew:order_string_repairfailure
173:17	sailing_crew:order_string_chum_station
173:18	sailing_crew:order_string_trawling_net
173:19	sailing_crew:order_string_trawling_net_catch
173:20	sailing_crew:panic_string
173:21	sailing_crew:encounter_string
173:22	sailing_crew:stat_helmsmanship
173:23	sailing_crew:stat_privateering
173:24	sailing_crew:stat_deckhandiness
174:0	sailing_shipyard:shipyard_id
174:1	sailing_shipyard:entry
174:2	sailing_shipyard:facecoord
174:3	sailing_shipyard:gangplank
174:4	sailing_shipyard:buildspace_origin
174:5	sailing_shipyard:buildspace_width
174:6	sailing_shipyard:buildspace_height
174:7	sailing_shipyard:buildspace_anchor
174:8	sailing_shipyard:boat_rotation
174:9	sailing_shipyard:npc
174:10	sailing_shipyard:obj
175:0	sailing_boat_hotspot:placeholder
175:1	sailing_boat_hotspot:shape
175:2	sailing_boat_hotspot:option
176:0	sailing_boat_facility:name
176:1	sailing_boat_facility:description
176:2	sailing_boat_facility:customisation_hide_desc
176:3	sailing_boat_facility:facility_type
176:4	sailing_boat_facility:facility_subtype
176:5	sailing_boat_facility:facility_type_sprite
176:6	sailing_boat_facility:loc
176:7	sailing_boat_facility:alternate_locs
176:8	sailing_boat_facility:customisation_loc_values
176:9	sailing_boat_facility:customisation_loc_override
176:10	sailing_boat_facility:customisation_loc_anim
176:11	sailing_boat_facility:hidden_model
176:12	sailing_boat_facility:sailing_requirement
176:13	sailing_boat_facility:construction_requirement
176:14	sailing_boat_facility:construction_coins_alternative
176:15	sailing_boat_facility:other_stat_requirement
176:16	sailing_boat_facility:quest_requirement
176:17	sailing_boat_facility:material
176:18	sailing_boat_facility:build_max
176:19	sailing_boat_facility:variants
176:20	sailing_boat_facility:facility_stats
176:21	sailing_boat_facility:sidepanel_layout_data
176:22	sailing_boat_facility:crew_facility
176:23	sailing_boat_facility:crew_stat_requirement
176:24	sailing_boat_facility:combat_facility_data
176:25	sailing_boat_facility:facility_customisation_order
176:26	sailing_boat_facility:facility_bottle_id
177:0	sailing_boat_keel:name
177:1	sailing_boat_keel:description
177:2	sailing_boat_keel:customisation_hide_desc
177:3	sailing_boat_keel:loc
177:4	sailing_boat_keel:customisation_loc_values
177:5	sailing_boat_keel:customisation_loc_override
177:6	sailing_boat_keel:sailing_requirement
177:7	sailing_boat_keel:construction_requirement
177:8	sailing_boat_keel:construction_coins_alternative
177:9	sailing_boat_keel:other_stat_requirement
177:10	sailing_boat_keel:quest_requirement
177:11	sailing_boat_keel:material
177:12	sailing_boat_keel:facility_stats
177:13	sailing_boat_keel:facility_customisation_order
178:0	sailing_boat_hull:name
178:1	sailing_boat_hull:description
178:2	sailing_boat_hull:customisation_hide_desc
178:3	sailing_boat_hull:loc
178:4	sailing_boat_hull:customisation_loc_values
178:5	sailing_boat_hull:customisation_loc_override
178:6	sailing_boat_hull:origin
178:7	sailing_boat_hull:sailing_requirement
178:8	sailing_boat_hull:construction_requirement
178:9	sailing_boat_hull:construction_coins_alternative
178:10	sailing_boat_hull:other_stat_requirement
178:11	sailing_boat_hull:quest_requirement
178:12	sailing_boat_hull:material
178:13	sailing_boat_hull:facility_stats
178:14	sailing_boat_hull:sidepanel_layout_data
178:15	sailing_boat_hull:facility_customisation_order
178:16	sailing_boat_hull:hull_material
178:17	sailing_boat_hull:gunport_data
179:0	sailing_boat_sail:name
179:1	sailing_boat_sail:description
179:2	sailing_boat_sail:customisation_hide_desc
179:3	sailing_boat_sail:customisation_loc_values
179:4	sailing_boat_sail:customisation_loc_override
179:5	sailing_boat_sail:hidden_model
179:6	sailing_boat_sail:sailing_requirement
179:7	sailing_boat_sail:construction_requirement
179:8	sailing_boat_sail:construction_coins_alternative
179:9	sailing_boat_sail:other_stat_requirement
179:10	sailing_boat_sail:quest_requirement
179:11	sailing_boat_sail:material
179:12	sailing_boat_sail:interact_coord
